image_path,text
images/img_0013_aug_03.png,OpenAI Total Reference Invoice Reference OCR
images/img_0014.png,Reference Name Amount OCR Document Hello
images/img_0014_aug_01.png,Reference Name Amount OCR Document Hello
images/img_0014_aug_02.png,Reference Name Amount OCR Document Hello
images/img_0014_aug_03.png,Reference Name Amount OCR Document Hello
images/img_0015.png,delta sample OpenAI World gamma
images/img_0015_aug_01.png,delta sample OpenAI World gamma
images/img_0015_aug_02.png,delta sample OpenAI World gamma
images/img_0015_aug_03.png,delta sample OpenAI World gamma
images/img_0016.png,Hello test OCR Name 6679
images/img_0016_aug_01.png,Hello test OCR Name 6679
images/img_0016_aug_02.png,Hello test OCR Name 6679
images/img_0016_aug_03.png,Hello test OCR Name 6679
images/img_0017.png,test OCR Value Amount
images/img_0017_aug_01.png,test OCR Value Amount
images/img_0017_aug_02.png,test OCR Value Amount
images/img_0017_aug_03.png,test OCR Value Amount
images/img_0018.png,Name Address delta OCR sample Reference
images/img_0018_aug_01.png,Name Address delta OCR sample Reference
images/img_0018_aug_02.png,Name Address delta OCR sample Reference
images/img_0018_aug_03.png,Name Address delta OCR sample Reference
images/img_0019.png,OCR Date Total test Document
images/img_0019_aug_01.png,OCR Date Total test Document
images/img_0019_aug_02.png,OCR Date Total test Document
images/img_0019_aug_03.png,OCR Date Total test Document
images/img_0020.png,Hello Address Reference beta Data
images/img_0020_aug_01.png,Hello Address Reference beta Data
images/img_0020_aug_02.png,Hello Address Reference beta Data
images/img_0020_aug_03.png,Hello Address Reference beta Data
images/img_0021.png,Document beta
images/img_0021_aug_01.png,Document beta
images/img_0021_aug_02.png,Document beta
images/img_0021_aug_03.png,Document beta
images/img_0022.png,Total Hello Hello
images/img_0022_aug_01.png,Total Hello Hello
images/img_0022_aug_02.png,Total Hello Hello
images/img_0022_aug_03.png,Total Hello Hello
images/img_0023.png,Data Total test
images/img_0023_aug_01.png,Data Total test
images/img_0023_aug_02.png,Data Total test
images/img_0023_aug_03.png,Data Total test
images/img_0024.png,Total sample Total sample
images/img_0024_aug_01.png,Total sample Total sample
images/img_0024_aug_02.png,Total sample Total sample
images/img_0024_aug_03.png,Total sample Total sample
images/img_0025.png,Document Data Amount alpha Total
images/img_0025_aug_01.png,Document Data Amount alpha Total
images/img_0025_aug_02.png,Document Data Amount alpha Total
images/img_0025_aug_03.png,Document Data Amount alpha Total
images/img_0026.png,Invoice sample alpha gamma Hello
images/img_0026_aug_01.png,Invoice sample alpha gamma Hello
images/img_0026_aug_02.png,Invoice sample alpha gamma Hello
images/img_0026_aug_03.png,Invoice sample alpha gamma Hello
images/img_0027.png,OCR alpha Total alpha Value World 694
images/img_0027_aug_01.png,OCR alpha Total alpha Value World 694
images/img_0027_aug_02.png,OCR alpha Total alpha Value World 694
images/img_0027_aug_03.png,OCR alpha Total alpha Value World 694
images/img_0028.png,Data alpha
images/img_0028_aug_01.png,Data alpha
images/img_0028_aug_02.png,Data alpha
images/img_0028_aug_03.png,Data alpha
images/img_0029.png,alpha Value OCR
images/img_0029_aug_01.png,alpha Value OCR
images/img_0029_aug_02.png,alpha Value OCR
images/img_0029_aug_03.png,alpha Value OCR
images/img_0030.png,test delta alpha Date 5017
images/img_0030_aug_01.png,test delta alpha Date 5017
images/img_0030_aug_02.png,test delta alpha Date 5017
images/img_0030_aug_03.png,test delta alpha Date 5017
images/img_0031.png,Document Address alpha Value Date
images/img_0031_aug_01.png,Document Address alpha Value Date
images/img_0031_aug_02.png,Document Address alpha Value Date
images/img_0031_aug_03.png,Document Address alpha Value Date
images/img_0032.png,Hello OpenAI OCR sample OCR World
images/img_0032_aug_01.png,Hello OpenAI OCR sample OCR World
images/img_0032_aug_02.png,Hello OpenAI OCR sample OCR World
images/img_0032_aug_03.png,Hello OpenAI OCR sample OCR World
images/img_0033.png,sample Reference test Invoice OCR
images/img_0033_aug_01.png,sample Reference test Invoice OCR
images/img_0033_aug_02.png,sample Reference test Invoice OCR
images/img_0033_aug_03.png,sample Reference test Invoice OCR
images/img_0034.png,alpha World 4868
images/img_0034_aug_01.png,alpha World 4868
images/img_0034_aug_02.png,alpha World 4868
images/img_0034_aug_03.png,alpha World 4868
images/img_0035.png,Address Total Invoice beta
images/img_0035_aug_01.png,Address Total Invoice beta
images/img_0035_aug_02.png,Address Total Invoice beta
images/img_0035_aug_03.png,Address Total Invoice beta
images/img_0036.png,alpha Address Document World OCR 3557
images/img_0036_aug_01.png,alpha Address Document World OCR 3557
images/img_0036_aug_02.png,alpha Address Document World OCR 3557
images/img_0036_aug_03.png,alpha Address Document World OCR 3557
images/img_0037.png,beta OpenAI
images/img_0037_aug_01.png,beta OpenAI
images/img_0037_aug_02.png,beta OpenAI
images/img_0037_aug_03.png,beta OpenAI
images/img_0038.png,delta Document delta Total
images/img_0038_aug_01.png,delta Document delta Total
images/img_0038_aug_02.png,delta Document delta Total
images/img_0038_aug_03.png,delta Document delta Total
images/img_0039.png,Total OCR
images/img_0039_aug_01.png,Total OCR
images/img_0039_aug_02.png,Total OCR
images/img_0039_aug_03.png,Total OCR
images/img_0040.png,Reference Reference beta alpha test Amount
images/img_0040_aug_01.png,Reference Reference beta alpha test Amount
images/img_0040_aug_02.png,Reference Reference beta alpha test Amount
images/img_0040_aug_03.png,Reference Reference beta alpha test Amount
images/img_0041.png,OCR Value
images/img_0041_aug_01.png,OCR Value
images/img_0041_aug_02.png,OCR Value
images/img_0041_aug_03.png,OCR Value
images/img_0042.png,Hello beta 8559
images/img_0042_aug_01.png,Hello beta 8559
images/img_0042_aug_02.png,Hello beta 8559
images/img_0042_aug_03.png,Hello beta 8559
images/img_0043.png,Reference Reference 3721
images/img_0043_aug_01.png,Reference Reference 3721
images/img_0043_aug_02.png,Reference Reference 3721
images/img_0043_aug_03.png,Reference Reference 3721
images/img_0044.png,OCR alpha Name sample Data gamma
images/img_0044_aug_01.png,OCR alpha Name sample Data gamma
images/img_0044_aug_02.png,OCR alpha Name sample Data gamma
images/img_0044_aug_03.png,OCR alpha Name sample Data gamma
images/img_0045.png,Data OCR gamma Date alpha 3499
images/img_0045_aug_01.png,Data OCR gamma Date alpha 3499
images/img_0045_aug_02.png,Data OCR gamma Date alpha 3499
images/img_0045_aug_03.png,Data OCR gamma Date alpha 3499
images/img_0046.png,OpenAI Reference Date
images/img_0046_aug_01.png,OpenAI Reference Date
images/img_0046_aug_02.png,OpenAI Reference Date
images/img_0046_aug_03.png,OpenAI Reference Date
images/img_0047.png,Invoice Document 4496
images/img_0047_aug_01.png,Invoice Document 4496
images/img_0047_aug_02.png,Invoice Document 4496
images/img_0047_aug_03.png,Invoice Document 4496
images/img_0048.png,Invoice delta
images/img_0048_aug_01.png,Invoice delta
images/img_0048_aug_02.png,Invoice delta
images/img_0048_aug_03.png,Invoice delta
images/img_0049.png,gamma Reference alpha test
images/img_0049_aug_01.png,gamma Reference alpha test
images/img_0049_aug_02.png,gamma Reference alpha test
images/img_0049_aug_03.png,gamma Reference alpha test
images/img_0050.png,Date Address test Amount test alpha
images/img_0050_aug_01.png,Date Address test Amount test alpha
images/img_0050_aug_02.png,Date Address test Amount test alpha
images/img_0050_aug_03.png,Date Address test Amount test alpha
images/img_0051.png,test Date Total Invoice Date
images/img_0051_aug_01.png,test Date Total Invoice Date
images/img_0051_aug_02.png,test Date Total Invoice Date
images/img_0051_aug_03.png,test Date Total Invoice Date
images/img_0052.png,Data alpha beta alpha Address
images/img_0052_aug_01.png,Data alpha beta alpha Address
images/img_0052_aug_02.png,Data alpha beta alpha Address
images/img_0052_aug_03.png,Data alpha beta alpha Address
images/img_0053.png,sample Invoice
images/img_0053_aug_01.png,sample Invoice
images/img_0053_aug_02.png,sample Invoice
images/img_0053_aug_03.png,sample Invoice
images/img_0054.png,Address Reference beta gamma 3870
images/img_0054_aug_01.png,Address Reference beta gamma 3870
images/img_0054_aug_02.png,Address Reference beta gamma 3870
images/img_0054_aug_03.png,Address Reference beta gamma 3870
images/img_0055.png,delta test Document Date beta
images/img_0055_aug_01.png,delta test Document Date beta
images/img_0055_aug_02.png,delta test Document Date beta
images/img_0055_aug_03.png,delta test Document Date beta
images/img_0056.png,OCR OpenAI test Invoice Value
images/img_0056_aug_01.png,OCR OpenAI test Invoice Value
images/img_0056_aug_02.png,OCR OpenAI test Invoice Value
images/img_0056_aug_03.png,OCR OpenAI test Invoice Value
images/img_0057.png,Invoice Data Hello test Hello 2336
images/img_0057_aug_01.png,Invoice Data Hello test Hello 2336
images/img_0057_aug_02.png,Invoice Data Hello test Hello 2336
images/img_0057_aug_03.png,Invoice Data Hello test Hello 2336
images/img_0058.png,gamma Reference Total Address Total test
images/img_0058_aug_01.png,gamma Reference Total Address Total test
images/img_0058_aug_02.png,gamma Reference Total Address Total test
images/img_0058_aug_03.png,gamma Reference Total Address Total test
images/img_0059.png,OpenAI test Amount test 739
images/img_0059_aug_01.png,OpenAI test Amount test 739
images/img_0059_aug_02.png,OpenAI test Amount test 739
images/img_0059_aug_03.png,OpenAI test Amount test 739
images/img_0060.png,Amount Document World test
images/img_0060_aug_01.png,Amount Document World test
images/img_0060_aug_02.png,Amount Document World test
images/img_0060_aug_03.png,Amount Document World test
images/img_0061.png,gamma Value
images/img_0061_aug_01.png,gamma Value
images/img_0061_aug_02.png,gamma Value
images/img_0061_aug_03.png,gamma Value
images/img_0062.png,World OCR OCR Invoice Total Total
images/img_0062_aug_01.png,World OCR OCR Invoice Total Total
images/img_0062_aug_02.png,World OCR OCR Invoice Total Total
images/img_0062_aug_03.png,World OCR OCR Invoice Total Total
images/img_0063.png,OpenAI Name Amount Document Address 2725
images/img_0063_aug_01.png,OpenAI Name Amount Document Address 2725
images/img_0063_aug_02.png,OpenAI Name Amount Document Address 2725
images/img_0063_aug_03.png,OpenAI Name Amount Document Address 2725
images/img_0064.png,delta sample
images/img_0064_aug_01.png,delta sample
images/img_0064_aug_02.png,delta sample
images/img_0064_aug_03.png,delta sample
images/img_0065.png,sample OpenAI Invoice Invoice Name Address
images/img_0065_aug_01.png,sample OpenAI Invoice Invoice Name Address
images/img_0065_aug_02.png,sample OpenAI Invoice Invoice Name Address
images/img_0065_aug_03.png,sample OpenAI Invoice Invoice Name Address
images/img_0066.png,Document Amount Data
images/img_0066_aug_01.png,Document Amount Data
images/img_0066_aug_02.png,Document Amount Data
images/img_0066_aug_03.png,Document Amount Data
images/img_0067.png,Reference Reference alpha Value Name test 7686
images/img_0067_aug_01.png,Reference Reference alpha Value Name test 7686
images/img_0067_aug_02.png,Reference Reference alpha Value Name test 7686
images/img_0067_aug_03.png,Reference Reference alpha Value Name test 7686
images/img_0068.png,Value Date OCR delta beta Amount
images/img_0068_aug_01.png,Value Date OCR delta beta Amount
images/img_0068_aug_02.png,Value Date OCR delta beta Amount
images/img_0068_aug_03.png,Value Date OCR delta beta Amount
images/img_0069.png,Name Name Document beta delta
images/img_0069_aug_01.png,Name Name Document beta delta
images/img_0069_aug_02.png,Name Name Document beta delta
images/img_0069_aug_03.png,Name Name Document beta delta
images/img_0070.png,test Amount
images/img_0070_aug_01.png,test Amount
images/img_0070_aug_02.png,test Amount
images/img_0070_aug_03.png,test Amount
images/img_0071.png,beta OCR Reference gamma Document delta
images/img_0071_aug_01.png,beta OCR Reference gamma Document delta
images/img_0071_aug_02.png,beta OCR Reference gamma Document delta
images/img_0071_aug_03.png,beta OCR Reference gamma Document delta
images/img_0072.png,test gamma World Document Date
images/img_0072_aug_01.png,test gamma World Document Date
images/img_0072_aug_02.png,test gamma World Document Date
images/img_0072_aug_03.png,test gamma World Document Date
images/img_0073.png,Value alpha Document OpenAI 4580
images/img_0073_aug_01.png,Value alpha Document OpenAI 4580
images/img_0073_aug_02.png,Value alpha Document OpenAI 4580
images/img_0073_aug_03.png,Value alpha Document OpenAI 4580
images/img_0074.png,OCR test test Document
images/img_0074_aug_01.png,OCR test test Document
images/img_0074_aug_02.png,OCR test test Document
images/img_0074_aug_03.png,OCR test test Document
images/img_0075.png,delta OpenAI
images/img_0075_aug_01.png,delta OpenAI
images/img_0075_aug_02.png,delta OpenAI
images/img_0075_aug_03.png,delta OpenAI
images/img_0076.png,World gamma Data
images/img_0076_aug_01.png,World gamma Data
images/img_0076_aug_02.png,World gamma Data
images/img_0076_aug_03.png,World gamma Data
images/img_0077.png,OCR Reference Data Document
images/img_0077_aug_01.png,OCR Reference Data Document
images/img_0077_aug_02.png,OCR Reference Data Document
images/img_0077_aug_03.png,OCR Reference Data Document
images/img_0078.png,alpha Total test
images/img_0078_aug_01.png,alpha Total test
images/img_0078_aug_02.png,alpha Total test
images/img_0078_aug_03.png,alpha Total test
images/img_0079.png,Document Name 7757
images/img_0079_aug_01.png,Document Name 7757
images/img_0079_aug_02.png,Document Name 7757
images/img_0079_aug_03.png,Document Name 7757
images/img_0080.png,Reference Amount Address Total 4716
images/img_0080_aug_01.png,Reference Amount Address Total 4716
images/img_0080_aug_02.png,Reference Amount Address Total 4716
images/img_0080_aug_03.png,Reference Amount Address Total 4716
images/img_0081.png,Hello OpenAI World Invoice test
images/img_0081_aug_01.png,Hello OpenAI World Invoice test
images/img_0081_aug_02.png,Hello OpenAI World Invoice test
images/img_0081_aug_03.png,Hello OpenAI World Invoice test
images/img_0082.png,Hello OpenAI delta gamma Date World
images/img_0082_aug_01.png,Hello OpenAI delta gamma Date World
images/img_0082_aug_02.png,Hello OpenAI delta gamma Date World
images/img_0082_aug_03.png,Hello OpenAI delta gamma Date World
images/img_0083.png,World gamma alpha Hello
images/img_0083_aug_01.png,World gamma alpha Hello
images/img_0083_aug_02.png,World gamma alpha Hello
images/img_0083_aug_03.png,World gamma alpha Hello
images/img_0084.png,test gamma
images/img_0084_aug_01.png,test gamma
images/img_0084_aug_02.png,test gamma
images/img_0084_aug_03.png,test gamma
images/img_0085.png,Reference Invoice Name Data Document Hello
images/img_0085_aug_01.png,Reference Invoice Name Data Document Hello
images/img_0085_aug_02.png,Reference Invoice Name Data Document Hello
images/img_0085_aug_03.png,Reference Invoice Name Data Document Hello
images/img_0086.png,gamma Total
images/img_0086_aug_01.png,gamma Total
images/img_0086_aug_02.png,gamma Total
images/img_0086_aug_03.png,gamma Total
images/img_0087.png,Document Invoice beta
images/img_0087_aug_01.png,Document Invoice beta
images/img_0087_aug_02.png,Document Invoice beta
images/img_0087_aug_03.png,Document Invoice beta
images/img_0088.png,Value alpha World 6174
images/img_0088_aug_01.png,Value alpha World 6174
images/img_0088_aug_02.png,Value alpha World 6174
images/img_0088_aug_03.png,Value alpha World 6174
images/img_0089.png,Value Value Name alpha Total Reference 5693
images/img_0089_aug_01.png,Value Value Name alpha Total Reference 5693
images/img_0089_aug_02.png,Value Value Name alpha Total Reference 5693
images/img_0089_aug_03.png,Value Value Name alpha Total Reference 5693
images/img_0090.png,Hello delta 3442
images/img_0090_aug_01.png,Hello delta 3442
images/img_0090_aug_02.png,Hello delta 3442
images/img_0090_aug_03.png,Hello delta 3442
images/img_0091.png,OCR Hello 5563
images/img_0091_aug_01.png,OCR Hello 5563
images/img_0091_aug_02.png,OCR Hello 5563
images/img_0091_aug_03.png,OCR Hello 5563
images/img_0092.png,Total Data Address 5323
images/img_0092_aug_01.png,Total Data Address 5323
images/img_0092_aug_02.png,Total Data Address 5323
images/img_0092_aug_03.png,Total Data Address 5323
images/img_0093.png,OpenAI OpenAI
images/img_0093_aug_01.png,OpenAI OpenAI
images/img_0093_aug_02.png,OpenAI OpenAI
images/img_0093_aug_03.png,OpenAI OpenAI
images/img_0094.png,OCR OpenAI Data test
images/img_0094_aug_01.png,OCR OpenAI Data test
images/img_0094_aug_02.png,OCR OpenAI Data test
images/img_0094_aug_03.png,OCR OpenAI Data test
images/img_0095.png,OCR sample Total test
images/img_0095_aug_01.png,OCR sample Total test
images/img_0095_aug_02.png,OCR sample Total test
images/img_0095_aug_03.png,OCR sample Total test
images/img_0096.png,sample Amount sample Address OpenAI alpha 3946
images/img_0096_aug_01.png,sample Amount sample Address OpenAI alpha 3946
images/img_0096_aug_02.png,sample Amount sample Address OpenAI alpha 3946
images/img_0096_aug_03.png,sample Amount sample Address OpenAI alpha 3946
images/img_0097.png,World test Invoice Amount Hello
images/img_0097_aug_01.png,World test Invoice Amount Hello
images/img_0097_aug_02.png,World test Invoice Amount Hello
images/img_0097_aug_03.png,World test Invoice Amount Hello
images/img_0098.png,Hello World World Total Value Hello
images/img_0098_aug_01.png,Hello World World Total Value Hello
images/img_0098_aug_02.png,Hello World World Total Value Hello
images/img_0098_aug_03.png,Hello World World Total Value Hello
images/img_0099.png,delta OCR Document test
images/img_0099_aug_01.png,delta OCR Document test
images/img_0099_aug_02.png,delta OCR Document test
images/img_0099_aug_03.png,delta OCR Document test
images/img_0100.png,Address sample Data Total 3253
images/img_0100_aug_01.png,Address sample Data Total 3253
images/img_0100_aug_02.png,Address sample Data Total 3253
images/img_0100_aug_03.png,Address sample Data Total 3253
images/img_0101.png,Reference test Reference Address Hello
images/img_0101_aug_01.png,Reference test Reference Address Hello
images/img_0101_aug_02.png,Reference test Reference Address Hello
images/img_0101_aug_03.png,Reference test Reference Address Hello
images/img_0102.png,World Amount delta 2555
images/img_0102_aug_01.png,World Amount delta 2555
images/img_0102_aug_02.png,World Amount delta 2555
images/img_0102_aug_03.png,World Amount delta 2555
images/img_0103.png,Date alpha
images/img_0103_aug_01.png,Date alpha
images/img_0103_aug_02.png,Date alpha
images/img_0103_aug_03.png,Date alpha
images/img_0104.png,OCR World OCR World Invoice
images/img_0104_aug_01.png,OCR World OCR World Invoice
images/img_0104_aug_02.png,OCR World OCR World Invoice
images/img_0104_aug_03.png,OCR World OCR World Invoice
images/img_0105.png,Value Document Total gamma beta
images/img_0105_aug_01.png,Value Document Total gamma beta
images/img_0105_aug_02.png,Value Document Total gamma beta
images/img_0105_aug_03.png,Value Document Total gamma beta
images/img_0106.png,OpenAI beta World Reference Date OCR 9113
images/img_0106_aug_01.png,OpenAI beta World Reference Date OCR 9113
images/img_0106_aug_02.png,OpenAI beta World Reference Date OCR 9113
images/img_0106_aug_03.png,OpenAI beta World Reference Date OCR 9113
images/img_0107.png,beta Data test
images/img_0107_aug_01.png,beta Data test
images/img_0107_aug_02.png,beta Data test
images/img_0107_aug_03.png,beta Data test
images/img_0108.png,Reference OCR
images/img_0108_aug_01.png,Reference OCR
images/img_0108_aug_02.png,Reference OCR
images/img_0108_aug_03.png,Reference OCR
images/img_0109.png,delta OpenAI Date
images/img_0109_aug_01.png,delta OpenAI Date
images/img_0109_aug_02.png,delta OpenAI Date
images/img_0109_aug_03.png,delta OpenAI Date
images/img_0110.png,Hello beta alpha Date
images/img_0110_aug_01.png,Hello beta alpha Date
images/img_0110_aug_02.png,Hello beta alpha Date
images/img_0110_aug_03.png,Hello beta alpha Date
images/img_0111.png,beta gamma Total Reference
images/img_0111_aug_01.png,beta gamma Total Reference
images/img_0111_aug_02.png,beta gamma Total Reference
images/img_0111_aug_03.png,beta gamma Total Reference
images/img_0112.png,delta Reference
images/img_0112_aug_01.png,delta Reference
images/img_0112_aug_02.png,delta Reference
images/img_0112_aug_03.png,delta Reference
images/img_0113.png,OpenAI Hello 6941
images/img_0113_aug_01.png,OpenAI Hello 6941
images/img_0113_aug_02.png,OpenAI Hello 6941
images/img_0113_aug_03.png,OpenAI Hello 6941
images/img_0114.png,gamma alpha Total Total Value 8337
images/img_0114_aug_01.png,gamma alpha Total Total Value 8337
images/img_0114_aug_02.png,gamma alpha Total Total Value 8337
images/img_0114_aug_03.png,gamma alpha Total Total Value 8337
images/img_0115.png,Data delta sample Amount
images/img_0115_aug_01.png,Data delta sample Amount
images/img_0115_aug_02.png,Data delta sample Amount
images/img_0115_aug_03.png,Data delta sample Amount
images/img_0116.png,sample Amount Hello Document beta
images/img_0116_aug_01.png,sample Amount Hello Document beta
images/img_0116_aug_02.png,sample Amount Hello Document beta
images/img_0116_aug_03.png,sample Amount Hello Document beta
images/img_0117.png,Total delta
images/img_0117_aug_01.png,Total delta
images/img_0117_aug_02.png,Total delta
images/img_0117_aug_03.png,Total delta
images/img_0118.png,OpenAI Name Data
images/img_0118_aug_01.png,OpenAI Name Data
images/img_0118_aug_02.png,OpenAI Name Data
images/img_0118_aug_03.png,OpenAI Name Data
images/img_0119.png,Address Address gamma
images/img_0119_aug_01.png,Address Address gamma
images/img_0119_aug_02.png,Address Address gamma
images/img_0119_aug_03.png,Address Address gamma
images/img_0120.png,Date OpenAI gamma 3851
images/img_0120_aug_01.png,Date OpenAI gamma 3851
images/img_0120_aug_02.png,Date OpenAI gamma 3851
images/img_0120_aug_03.png,Date OpenAI gamma 3851
images/img_0121.png,Address test beta Total
images/img_0121_aug_01.png,Address test beta Total
images/img_0121_aug_02.png,Address test beta Total
images/img_0121_aug_03.png,Address test beta Total
images/img_0122.png,Data Reference Date Address
images/img_0122_aug_01.png,Data Reference Date Address
images/img_0122_aug_02.png,Data Reference Date Address
images/img_0122_aug_03.png,Data Reference Date Address
images/img_0123.png,Amount test gamma gamma Total
images/img_0123_aug_01.png,Amount test gamma gamma Total
images/img_0123_aug_02.png,Amount test gamma gamma Total
images/img_0123_aug_03.png,Amount test gamma gamma Total
images/img_0124.png,Hello delta Address OCR 3576
images/img_0124_aug_01.png,Hello delta Address OCR 3576
images/img_0124_aug_02.png,Hello delta Address OCR 3576
images/img_0124_aug_03.png,Hello delta Address OCR 3576
images/img_0125.png,Date Name sample Hello alpha
images/img_0125_aug_01.png,Date Name sample Hello alpha
images/img_0125_aug_02.png,Date Name sample Hello alpha
images/img_0125_aug_03.png,Date Name sample Hello alpha
images/img_0126.png,Address test alpha OpenAI 7988
images/img_0126_aug_01.png,Address test alpha OpenAI 7988
images/img_0126_aug_02.png,Address test alpha OpenAI 7988
images/img_0126_aug_03.png,Address test alpha OpenAI 7988
images/img_0127.png,Reference OCR World
images/img_0127_aug_01.png,Reference OCR World
images/img_0127_aug_02.png,Reference OCR World
images/img_0127_aug_03.png,Reference OCR World
images/img_0128.png,OCR Reference beta Document
images/img_0128_aug_01.png,OCR Reference beta Document
images/img_0128_aug_02.png,OCR Reference beta Document
images/img_0128_aug_03.png,OCR Reference beta Document
images/img_0129.png,sample Data Name Address Value 2635
images/img_0129_aug_01.png,sample Data Name Address Value 2635
images/img_0129_aug_02.png,sample Data Name Address Value 2635
images/img_0129_aug_03.png,sample Data Name Address Value 2635
images/img_0130.png,beta Date Data Total delta
images/img_0130_aug_01.png,beta Date Data Total delta
images/img_0130_aug_02.png,beta Date Data Total delta
images/img_0130_aug_03.png,beta Date Data Total delta
images/img_0131.png,OpenAI Data Reference Data Data delta
images/img_0131_aug_01.png,OpenAI Data Reference Data Data delta
images/img_0131_aug_02.png,OpenAI Data Reference Data Data delta
images/img_0131_aug_03.png,OpenAI Data Reference Data Data delta
images/img_0132.png,Total sample
images/img_0132_aug_01.png,Total sample
images/img_0132_aug_02.png,Total sample
images/img_0132_aug_03.png,Total sample
images/img_0133.png,Amount delta
images/img_0133_aug_01.png,Amount delta
images/img_0133_aug_02.png,Amount delta
images/img_0133_aug_03.png,Amount delta
images/img_0134.png,Date Date Hello sample Hello Name
images/img_0134_aug_01.png,Date Date Hello sample Hello Name
images/img_0134_aug_02.png,Date Date Hello sample Hello Name
images/img_0134_aug_03.png,Date Date Hello sample Hello Name
images/img_0135.png,beta Reference World Hello Amount Name
images/img_0135_aug_01.png,beta Reference World Hello Amount Name
images/img_0135_aug_02.png,beta Reference World Hello Amount Name
images/img_0135_aug_03.png,beta Reference World Hello Amount Name
images/img_0136.png,Amount OCR Amount Name 7549
images/img_0136_aug_01.png,Amount OCR Amount Name 7549
images/img_0136_aug_02.png,Amount OCR Amount Name 7549
images/img_0136_aug_03.png,Amount OCR Amount Name 7549
images/img_0137.png,test delta Reference
images/img_0137_aug_01.png,test delta Reference
images/img_0137_aug_02.png,test delta Reference
images/img_0137_aug_03.png,test delta Reference
images/img_0138.png,gamma Amount Address
images/img_0138_aug_01.png,gamma Amount Address
images/img_0138_aug_02.png,gamma Amount Address
images/img_0138_aug_03.png,gamma Amount Address
images/img_0139.png,Document OpenAI
images/img_0139_aug_01.png,Document OpenAI
images/img_0139_aug_02.png,Document OpenAI
images/img_0139_aug_03.png,Document OpenAI
images/img_0140.png,Document test gamma Hello
images/img_0140_aug_01.png,Document test gamma Hello
images/img_0140_aug_02.png,Document test gamma Hello
images/img_0140_aug_03.png,Document test gamma Hello
images/img_0141.png,Data test OCR Reference 8203
images/img_0141_aug_01.png,Data test OCR Reference 8203
images/img_0141_aug_02.png,Data test OCR Reference 8203
images/img_0141_aug_03.png,Data test OCR Reference 8203
images/img_0142.png,Date test OCR 9036
images/img_0142_aug_01.png,Date test OCR 9036
images/img_0142_aug_02.png,Date test OCR 9036
images/img_0142_aug_03.png,Date test OCR 9036
images/img_0143.png,alpha Reference Invoice gamma Document Total
images/img_0143_aug_01.png,alpha Reference Invoice gamma Document Total
images/img_0143_aug_02.png,alpha Reference Invoice gamma Document Total
images/img_0143_aug_03.png,alpha Reference Invoice gamma Document Total
images/img_0144.png,sample OpenAI
images/img_0144_aug_01.png,sample OpenAI
images/img_0144_aug_02.png,sample OpenAI
images/img_0144_aug_03.png,sample OpenAI
images/img_0145.png,Value delta Document 6739
images/img_0145_aug_01.png,Value delta Document 6739
images/img_0145_aug_02.png,Value delta Document 6739
images/img_0145_aug_03.png,Value delta Document 6739
images/img_0146.png,Value Value Total
images/img_0146_aug_01.png,Value Value Total
