image_path,text
images/img_0019_aug_02.png,OCR Date Total test Document
images/img_0019_aug_03.png,OCR Date Total test Document
images/img_0021.png,Document beta
images/img_0021_aug_01.png,Document beta
images/img_0021_aug_02.png,Document beta
images/img_0021_aug_03.png,Document beta
images/img_0022.png,Total Hello Hello
images/img_0022_aug_01.png,Total Hello Hello
images/img_0022_aug_02.png,Total Hello Hello
images/img_0022_aug_03.png,Total Hello Hello
images/img_0023.png,Data Total test
images/img_0023_aug_01.png,Data Total test
images/img_0023_aug_02.png,Data Total test
images/img_0023_aug_03.png,Data Total test
images/img_0024.png,Total sample Total sample
images/img_0024_aug_01.png,Total sample Total sample
images/img_0024_aug_02.png,Total sample Total sample
images/img_0024_aug_03.png,Total sample Total sample
images/img_0025.png,Document Data Amount alpha Total
images/img_0025_aug_01.png,Document Data Amount alpha Total
images/img_0025_aug_02.png,Document Data Amount alpha Total
images/img_0025_aug_03.png,Document Data Amount alpha Total
images/img_0026.png,Invoice sample alpha gamma Hello
images/img_0026_aug_01.png,Invoice sample alpha gamma Hello
images/img_0026_aug_02.png,Invoice sample alpha gamma Hello
images/img_0026_aug_03.png,Invoice sample alpha gamma Hello
images/img_0028.png,Data alpha
images/img_0028_aug_01.png,Data alpha
images/img_0028_aug_02.png,Data alpha
images/img_0028_aug_03.png,Data alpha
images/img_0029.png,alpha Value OCR
images/img_0029_aug_01.png,alpha Value OCR
images/img_0029_aug_02.png,alpha Value OCR
images/img_0029_aug_03.png,alpha Value OCR
images/img_0030.png,test delta alpha Date 5017
images/img_0030_aug_01.png,test delta alpha Date 5017
images/img_0030_aug_02.png,test delta alpha Date 5017
images/img_0030_aug_03.png,test delta alpha Date 5017
images/img_0034.png,alpha World 4868
images/img_0034_aug_01.png,alpha World 4868
images/img_0034_aug_02.png,alpha World 4868
images/img_0034_aug_03.png,alpha World 4868
images/img_0035.png,Address Total Invoice beta
images/img_0035_aug_01.png,Address Total Invoice beta
images/img_0035_aug_02.png,Address Total Invoice beta
images/img_0035_aug_03.png,Address Total Invoice beta
images/img_0037.png,beta OpenAI
images/img_0037_aug_01.png,beta OpenAI
images/img_0037_aug_02.png,beta OpenAI
images/img_0037_aug_03.png,beta OpenAI
images/img_0038.png,delta Document delta Total
images/img_0038_aug_01.png,delta Document delta Total
images/img_0038_aug_02.png,delta Document delta Total
images/img_0038_aug_03.png,delta Document delta Total
images/img_0039.png,Total OCR
images/img_0039_aug_01.png,Total OCR
images/img_0039_aug_02.png,Total OCR
images/img_0039_aug_03.png,Total OCR
images/img_0041.png,OCR Value
images/img_0041_aug_01.png,OCR Value
images/img_0041_aug_02.png,OCR Value
images/img_0041_aug_03.png,OCR Value
images/img_0042.png,Hello beta 8559
images/img_0042_aug_01.png,Hello beta 8559
images/img_0042_aug_02.png,Hello beta 8559
images/img_0042_aug_03.png,Hello beta 8559
images/img_0043.png,Reference Reference 3721
images/img_0043_aug_01.png,Reference Reference 3721
images/img_0043_aug_02.png,Reference Reference 3721
images/img_0043_aug_03.png,Reference Reference 3721
images/img_0044.png,OCR alpha Name sample Data gamma
images/img_0044_aug_01.png,OCR alpha Name sample Data gamma
images/img_0044_aug_02.png,OCR alpha Name sample Data gamma
images/img_0044_aug_03.png,OCR alpha Name sample Data gamma
images/img_0045.png,Data OCR gamma Date alpha 3499
images/img_0045_aug_01.png,Data OCR gamma Date alpha 3499
images/img_0045_aug_02.png,Data OCR gamma Date alpha 3499
images/img_0045_aug_03.png,Data OCR gamma Date alpha 3499
images/img_0046.png,OpenAI Reference Date
images/img_0046_aug_01.png,OpenAI Reference Date
images/img_0046_aug_02.png,OpenAI Reference Date
images/img_0046_aug_03.png,OpenAI Reference Date
images/img_0047.png,Invoice Document 4496
images/img_0047_aug_01.png,Invoice Document 4496
images/img_0047_aug_02.png,Invoice Document 4496
images/img_0047_aug_03.png,Invoice Document 4496
images/img_0048.png,Invoice delta
images/img_0048_aug_01.png,Invoice delta
images/img_0048_aug_02.png,Invoice delta
images/img_0048_aug_03.png,Invoice delta
images/img_0049.png,gamma Reference alpha test
images/img_0049_aug_01.png,gamma Reference alpha test
images/img_0049_aug_02.png,gamma Reference alpha test
images/img_0049_aug_03.png,gamma Reference alpha test
images/img_0051.png,test Date Total Invoice Date
images/img_0051_aug_01.png,test Date Total Invoice Date
images/img_0051_aug_02.png,test Date Total Invoice Date
images/img_0051_aug_03.png,test Date Total Invoice Date
images/img_0052.png,Data alpha beta alpha Address
images/img_0052_aug_01.png,Data alpha beta alpha Address
images/img_0052_aug_02.png,Data alpha beta alpha Address
images/img_0052_aug_03.png,Data alpha beta alpha Address
images/img_0053.png,sample Invoice
images/img_0053_aug_01.png,sample Invoice
images/img_0053_aug_02.png,sample Invoice
images/img_0053_aug_03.png,sample Invoice
images/img_0055.png,delta test Document Date beta
images/img_0055_aug_01.png,delta test Document Date beta
images/img_0055_aug_02.png,delta test Document Date beta
images/img_0055_aug_03.png,delta test Document Date beta
images/img_0056.png,OCR OpenAI test Invoice Value
images/img_0056_aug_01.png,OCR OpenAI test Invoice Value
images/img_0056_aug_02.png,OCR OpenAI test Invoice Value
images/img_0056_aug_03.png,OCR OpenAI test Invoice Value
images/img_0059.png,OpenAI test Amount test 739
images/img_0059_aug_01.png,OpenAI test Amount test 739
images/img_0059_aug_02.png,OpenAI test Amount test 739
images/img_0059_aug_03.png,OpenAI test Amount test 739
images/img_0060.png,Amount Document World test
images/img_0060_aug_01.png,Amount Document World test
images/img_0060_aug_02.png,Amount Document World test
images/img_0060_aug_03.png,Amount Document World test
images/img_0061.png,gamma Value
images/img_0061_aug_01.png,gamma Value
images/img_0061_aug_02.png,gamma Value
images/img_0061_aug_03.png,gamma Value
images/img_0064.png,delta sample
images/img_0064_aug_01.png,delta sample
images/img_0064_aug_02.png,delta sample
images/img_0064_aug_03.png,delta sample
images/img_0066.png,Document Amount Data
images/img_0066_aug_01.png,Document Amount Data
images/img_0066_aug_02.png,Document Amount Data
images/img_0066_aug_03.png,Document Amount Data
images/img_0068.png,Value Date OCR delta beta Amount
images/img_0068_aug_01.png,Value Date OCR delta beta Amount
images/img_0068_aug_02.png,Value Date OCR delta beta Amount
images/img_0068_aug_03.png,Value Date OCR delta beta Amount
images/img_0069.png,Name Name Document beta delta
images/img_0069_aug_01.png,Name Name Document beta delta
images/img_0069_aug_02.png,Name Name Document beta delta
images/img_0069_aug_03.png,Name Name Document beta delta
images/img_0070.png,test Amount
images/img_0070_aug_01.png,test Amount
images/img_0070_aug_02.png,test Amount
images/img_0070_aug_03.png,test Amount
images/img_0072.png,test gamma World Document Date
images/img_0072_aug_01.png,test gamma World Document Date
images/img_0072_aug_02.png,test gamma World Document Date
images/img_0072_aug_03.png,test gamma World Document Date
images/img_0073.png,Value alpha Document OpenAI 4580
images/img_0073_aug_01.png,Value alpha Document OpenAI 4580
images/img_0073_aug_02.png,Value alpha Document OpenAI 4580
images/img_0073_aug_03.png,Value alpha Document OpenAI 4580
images/img_0074.png,OCR test test Document
images/img_0074_aug_01.png,OCR test test Document
images/img_0074_aug_02.png,OCR test test Document
images/img_0074_aug_03.png,OCR test test Document
images/img_0075.png,delta OpenAI
images/img_0075_aug_01.png,delta OpenAI
images/img_0075_aug_02.png,delta OpenAI
images/img_0075_aug_03.png,delta OpenAI
images/img_0076.png,World gamma Data
images/img_0076_aug_01.png,World gamma Data
images/img_0076_aug_02.png,World gamma Data
images/img_0076_aug_03.png,World gamma Data
images/img_0077.png,OCR Reference Data Document
images/img_0077_aug_01.png,OCR Reference Data Document
images/img_0077_aug_02.png,OCR Reference Data Document
images/img_0077_aug_03.png,OCR Reference Data Document
images/img_0078.png,alpha Total test
images/img_0078_aug_01.png,alpha Total test
images/img_0078_aug_02.png,alpha Total test
images/img_0078_aug_03.png,alpha Total test
images/img_0079.png,Document Name 7757
images/img_0079_aug_01.png,Document Name 7757
images/img_0079_aug_02.png,Document Name 7757
images/img_0079_aug_03.png,Document Name 7757
images/img_0081.png,Hello OpenAI World Invoice test
images/img_0081_aug_01.png,Hello OpenAI World Invoice test
images/img_0081_aug_02.png,Hello OpenAI World Invoice test
images/img_0081_aug_03.png,Hello OpenAI World Invoice test
images/img_0083.png,World gamma alpha Hello
images/img_0083_aug_01.png,World gamma alpha Hello
images/img_0083_aug_02.png,World gamma alpha Hello
images/img_0083_aug_03.png,World gamma alpha Hello
images/img_0084.png,test gamma
images/img_0084_aug_01.png,test gamma
images/img_0084_aug_02.png,test gamma
images/img_0084_aug_03.png,test gamma
images/img_0086.png,gamma Total
images/img_0086_aug_01.png,gamma Total
images/img_0086_aug_02.png,gamma Total
images/img_0086_aug_03.png,gamma Total
images/img_0087.png,Document Invoice beta
images/img_0087_aug_01.png,Document Invoice beta
images/img_0087_aug_02.png,Document Invoice beta
images/img_0087_aug_03.png,Document Invoice beta
images/img_0088.png,Value alpha World 6174
images/img_0088_aug_01.png,Value alpha World 6174
images/img_0088_aug_02.png,Value alpha World 6174
images/img_0088_aug_03.png,Value alpha World 6174
images/img_0090.png,Hello delta 3442
images/img_0090_aug_01.png,Hello delta 3442
images/img_0090_aug_02.png,Hello delta 3442
images/img_0090_aug_03.png,Hello delta 3442
images/img_0091.png,OCR Hello 5563
images/img_0091_aug_01.png,OCR Hello 5563
images/img_0091_aug_02.png,OCR Hello 5563
images/img_0091_aug_03.png,OCR Hello 5563
images/img_0092.png,Total Data Address 5323
images/img_0092_aug_01.png,Total Data Address 5323
images/img_0092_aug_02.png,Total Data Address 5323
images/img_0092_aug_03.png,Total Data Address 5323
images/img_0093.png,OpenAI OpenAI
images/img_0093_aug_01.png,OpenAI OpenAI
images/img_0093_aug_02.png,OpenAI OpenAI
images/img_0093_aug_03.png,OpenAI OpenAI
images/img_0094.png,OCR OpenAI Data test
images/img_0094_aug_01.png,OCR OpenAI Data test
images/img_0094_aug_02.png,OCR OpenAI Data test
images/img_0094_aug_03.png,OCR OpenAI Data test
images/img_0095.png,OCR sample Total test
images/img_0095_aug_01.png,OCR sample Total test
images/img_0095_aug_02.png,OCR sample Total test
images/img_0095_aug_03.png,OCR sample Total test
images/img_0097.png,World test Invoice Amount Hello
images/img_0097_aug_01.png,World test Invoice Amount Hello
images/img_0097_aug_02.png,World test Invoice Amount Hello
images/img_0097_aug_03.png,World test Invoice Amount Hello
images/img_0099.png,delta OCR Document test
images/img_0099_aug_01.png,delta OCR Document test
images/img_0099_aug_02.png,delta OCR Document test
images/img_0099_aug_03.png,delta OCR Document test
images/img_0100.png,Address sample Data Total 3253
images/img_0100_aug_01.png,Address sample Data Total 3253
images/img_0100_aug_02.png,Address sample Data Total 3253
images/img_0100_aug_03.png,Address sample Data Total 3253
images/img_0102.png,World Amount delta 2555
images/img_0102_aug_01.png,World Amount delta 2555
images/img_0102_aug_02.png,World Amount delta 2555
images/img_0102_aug_03.png,World Amount delta 2555
images/img_0103.png,Date alpha
images/img_0103_aug_01.png,Date alpha
images/img_0103_aug_02.png,Date alpha
images/img_0103_aug_03.png,Date alpha
images/img_0104.png,OCR World OCR World Invoice
images/img_0104_aug_01.png,OCR World OCR World Invoice
images/img_0104_aug_02.png,OCR World OCR World Invoice
images/img_0104_aug_03.png,OCR World OCR World Invoice
images/img_0105.png,Value Document Total gamma beta
images/img_0105_aug_01.png,Value Document Total gamma beta
images/img_0105_aug_02.png,Value Document Total gamma beta
images/img_0105_aug_03.png,Value Document Total gamma beta
images/img_0107.png,beta Data test
images/img_0107_aug_01.png,beta Data test
images/img_0107_aug_02.png,beta Data test
images/img_0107_aug_03.png,beta Data test
images/img_0108.png,Reference OCR
images/img_0108_aug_01.png,Reference OCR
images/img_0108_aug_02.png,Reference OCR
images/img_0108_aug_03.png,Reference OCR
images/img_0109.png,delta OpenAI Date
images/img_0109_aug_01.png,delta OpenAI Date
images/img_0109_aug_02.png,delta OpenAI Date
images/img_0109_aug_03.png,delta OpenAI Date
images/img_0110.png,Hello beta alpha Date
images/img_0110_aug_01.png,Hello beta alpha Date
images/img_0110_aug_02.png,Hello beta alpha Date
images/img_0110_aug_03.png,Hello beta alpha Date
images/img_0111.png,beta gamma Total Reference
images/img_0111_aug_01.png,beta gamma Total Reference
images/img_0111_aug_02.png,beta gamma Total Reference
images/img_0111_aug_03.png,beta gamma Total Reference
images/img_0112.png,delta Reference
images/img_0112_aug_01.png,delta Reference
images/img_0112_aug_02.png,delta Reference
images/img_0112_aug_03.png,delta Reference
images/img_0113.png,OpenAI Hello 6941
images/img_0113_aug_01.png,OpenAI Hello 6941
images/img_0113_aug_02.png,OpenAI Hello 6941
images/img_0113_aug_03.png,OpenAI Hello 6941
images/img_0115.png,Data delta sample Amount
images/img_0115_aug_01.png,Data delta sample Amount
images/img_0115_aug_02.png,Data delta sample Amount
images/img_0115_aug_03.png,Data delta sample Amount
images/img_0117.png,Total delta
images/img_0117_aug_01.png,Total delta
images/img_0117_aug_02.png,Total delta
images/img_0117_aug_03.png,Total delta
images/img_0118.png,OpenAI Name Data
images/img_0118_aug_01.png,OpenAI Name Data
images/img_0118_aug_02.png,OpenAI Name Data
images/img_0118_aug_03.png,OpenAI Name Data
images/img_0119.png,Address Address gamma
images/img_0119_aug_01.png,Address Address gamma
images/img_0119_aug_02.png,Address Address gamma
images/img_0119_aug_03.png,Address Address gamma
images/img_0120.png,Date OpenAI gamma 3851
images/img_0120_aug_01.png,Date OpenAI gamma 3851
images/img_0120_aug_02.png,Date OpenAI gamma 3851
images/img_0120_aug_03.png,Date OpenAI gamma 3851
images/img_0121.png,Address test beta Total
images/img_0121_aug_01.png,Address test beta Total
images/img_0121_aug_02.png,Address test beta Total
images/img_0121_aug_03.png,Address test beta Total
images/img_0122.png,Data Reference Date Address
images/img_0122_aug_01.png,Data Reference Date Address
images/img_0122_aug_02.png,Data Reference Date Address
images/img_0122_aug_03.png,Data Reference Date Address
images/img_0123.png,Amount test gamma gamma Total
images/img_0123_aug_01.png,Amount test gamma gamma Total
images/img_0123_aug_02.png,Amount test gamma gamma Total
images/img_0123_aug_03.png,Amount test gamma gamma Total
images/img_0124.png,Hello delta Address OCR 3576
images/img_0124_aug_01.png,Hello delta Address OCR 3576
images/img_0124_aug_02.png,Hello delta Address OCR 3576
images/img_0124_aug_03.png,Hello delta Address OCR 3576
images/img_0125.png,Date Name sample Hello alpha
images/img_0125_aug_01.png,Date Name sample Hello alpha
images/img_0125_aug_02.png,Date Name sample Hello alpha
images/img_0125_aug_03.png,Date Name sample Hello alpha
images/img_0126.png,Address test alpha OpenAI 7988
images/img_0126_aug_01.png,Address test alpha OpenAI 7988
images/img_0126_aug_02.png,Address test alpha OpenAI 7988
images/img_0126_aug_03.png,Address test alpha OpenAI 7988
images/img_0127.png,Reference OCR World
images/img_0127_aug_01.png,Reference OCR World
images/img_0127_aug_02.png,Reference OCR World
images/img_0127_aug_03.png,Reference OCR World
images/img_0128.png,OCR Reference beta Document
images/img_0128_aug_01.png,OCR Reference beta Document
images/img_0128_aug_02.png,OCR Reference beta Document
images/img_0128_aug_03.png,OCR Reference beta Document
images/img_0130.png,beta Date Data Total delta
images/img_0130_aug_01.png,beta Date Data Total delta
images/img_0130_aug_02.png,beta Date Data Total delta
images/img_0130_aug_03.png,beta Date Data Total delta
images/img_0132.png,Total sample
images/img_0132_aug_01.png,Total sample
images/img_0132_aug_02.png,Total sample
images/img_0132_aug_03.png,Total sample
images/img_0133.png,Amount delta
images/img_0133_aug_01.png,Amount delta
images/img_0133_aug_02.png,Amount delta
images/img_0133_aug_03.png,Amount delta
images/img_0136.png,Amount OCR Amount Name 7549
images/img_0136_aug_01.png,Amount OCR Amount Name 7549
images/img_0136_aug_02.png,Amount OCR Amount Name 7549
images/img_0136_aug_03.png,Amount OCR Amount Name 7549
images/img_0137.png,test delta Reference
images/img_0137_aug_01.png,test delta Reference
images/img_0137_aug_02.png,test delta Reference
images/img_0137_aug_03.png,test delta Reference
images/img_0138.png,gamma Amount Address
images/img_0138_aug_01.png,gamma Amount Address
images/img_0138_aug_02.png,gamma Amount Address
images/img_0138_aug_03.png,gamma Amount Address
images/img_0139.png,Document OpenAI
images/img_0139_aug_01.png,Document OpenAI
images/img_0139_aug_02.png,Document OpenAI
images/img_0139_aug_03.png,Document OpenAI
images/img_0140.png,Document test gamma Hello
images/img_0140_aug_01.png,Document test gamma Hello
images/img_0140_aug_02.png,Document test gamma Hello
images/img_0140_aug_03.png,Document test gamma Hello
images/img_0141.png,Data test OCR Reference 8203
images/img_0141_aug_01.png,Data test OCR Reference 8203
images/img_0141_aug_02.png,Data test OCR Reference 8203
images/img_0141_aug_03.png,Data test OCR Reference 8203
images/img_0142.png,Date test OCR 9036
images/img_0142_aug_01.png,Date test OCR 9036
images/img_0142_aug_02.png,Date test OCR 9036
images/img_0142_aug_03.png,Date test OCR 9036
images/img_0144.png,sample OpenAI
images/img_0144_aug_01.png,sample OpenAI
images/img_0144_aug_02.png,sample OpenAI
images/img_0144_aug_03.png,sample OpenAI
images/img_0145.png,Value delta Document 6739
images/img_0145_aug_01.png,Value delta Document 6739
images/img_0145_aug_02.png,Value delta Document 6739
images/img_0145_aug_03.png,Value delta Document 6739
images/img_0146.png,Value Value Total
images/img_0146_aug_01.png,Value Value Total
images/img_0146_aug_02.png,Value Value Total
images/img_0146_aug_03.png,Value Value Total
images/img_0149.png,sample Value Total beta
images/img_0149_aug_01.png,sample Value Total beta
images/img_0149_aug_02.png,sample Value Total beta
images/img_0149_aug_03.png,sample Value Total beta
images/img_0150.png,Name Invoice Hello Invoice
images/img_0150_aug_01.png,Name Invoice Hello Invoice
images/img_0150_aug_02.png,Name Invoice Hello Invoice
images/img_0150_aug_03.png,Name Invoice Hello Invoice
images/img_0151.png,gamma test Address sample Name
images/img_0151_aug_01.png,gamma test Address sample Name
images/img_0151_aug_02.png,gamma test Address sample Name
images/img_0151_aug_03.png,gamma test Address sample Name
images/img_0152.png,delta Address 6259
images/img_0152_aug_01.png,delta Address 6259
images/img_0152_aug_02.png,delta Address 6259
images/img_0152_aug_03.png,delta Address 6259
images/img_0153.png,beta sample Value delta Total
images/img_0153_aug_01.png,beta sample Value delta Total
images/img_0153_aug_02.png,beta sample Value delta Total
images/img_0153_aug_03.png,beta sample Value delta Total
images/img_0154.png,beta Reference
images/img_0154_aug_01.png,beta Reference
images/img_0154_aug_02.png,beta Reference
images/img_0154_aug_03.png,beta Reference
images/img_0155.png,Date World test 7548
images/img_0155_aug_01.png,Date World test 7548
images/img_0155_aug_02.png,Date World test 7548
images/img_0155_aug_03.png,Date World test 7548
images/img_0156.png,alpha Address Hello
images/img_0156_aug_01.png,alpha Address Hello
images/img_0156_aug_02.png,alpha Address Hello
images/img_0156_aug_03.png,alpha Address Hello
images/img_0157.png,sample beta gamma Data OCR
images/img_0157_aug_01.png,sample beta gamma Data OCR
images/img_0157_aug_02.png,sample beta gamma Data OCR
images/img_0157_aug_03.png,sample beta gamma Data OCR
images/img_0159.png,Address Data beta
images/img_0159_aug_01.png,Address Data beta
images/img_0159_aug_02.png,Address Data beta
images/img_0159_aug_03.png,Address Data beta
images/img_0161.png,Amount OCR Hello 9932
images/img_0161_aug_01.png,Amount OCR Hello 9932
images/img_0161_aug_02.png,Amount OCR Hello 9932
images/img_0161_aug_03.png,Amount OCR Hello 9932
images/img_0162.png,Invoice sample 3370
images/img_0162_aug_01.png,Invoice sample 3370
images/img_0162_aug_02.png,Invoice sample 3370
images/img_0162_aug_03.png,Invoice sample 3370
images/img_0163.png,Date OpenAI Invoice
images/img_0163_aug_01.png,Date OpenAI Invoice
images/img_0163_aug_02.png,Date OpenAI Invoice
images/img_0163_aug_03.png,Date OpenAI Invoice
images/img_0164.png,OCR Value Document Invoice
images/img_0164_aug_01.png,OCR Value Document Invoice
images/img_0164_aug_02.png,OCR Value Document Invoice
images/img_0164_aug_03.png,OCR Value Document Invoice
images/img_0165.png,World Value
images/img_0165_aug_01.png,World Value
images/img_0165_aug_02.png,World Value
images/img_0165_aug_03.png,World Value
images/img_0166.png,Total Value test
images/img_0166_aug_01.png,Total Value test
images/img_0166_aug_02.png,Total Value test
images/img_0166_aug_03.png,Total Value test
images/img_0167.png,Address beta Total Amount
images/img_0167_aug_01.png,Address beta Total Amount
images/img_0167_aug_02.png,Address beta Total Amount
images/img_0167_aug_03.png,Address beta Total Amount
images/img_0170.png,delta alpha test Name
images/img_0170_aug_01.png,delta alpha test Name
images/img_0170_aug_02.png,delta alpha test Name
images/img_0170_aug_03.png,delta alpha test Name
images/img_0171.png,delta OCR Reference Amount
images/img_0171_aug_01.png,delta OCR Reference Amount
images/img_0171_aug_02.png,delta OCR Reference Amount
images/img_0171_aug_03.png,delta OCR Reference Amount
images/img_0175.png,alpha World Address OCR
images/img_0175_aug_01.png,alpha World Address OCR
images/img_0175_aug_02.png,alpha World Address OCR
images/img_0175_aug_03.png,alpha World Address OCR
images/img_0176.png,Hello World Value Amount
images/img_0176_aug_01.png,Hello World Value Amount
images/img_0176_aug_02.png,Hello World Value Amount
images/img_0176_aug_03.png,Hello World Value Amount
images/img_0177.png,gamma Name
images/img_0177_aug_01.png,gamma Name
images/img_0177_aug_02.png,gamma Name
images/img_0177_aug_03.png,gamma Name
images/img_0178.png,Document Date delta beta
images/img_0178_aug_01.png,Document Date delta beta
images/img_0178_aug_02.png,Document Date delta beta
images/img_0178_aug_03.png,Document Date delta beta
images/img_0181.png,Date gamma
images/img_0181_aug_01.png,Date gamma
images/img_0181_aug_02.png,Date gamma
images/img_0181_aug_03.png,Date gamma
images/img_0182.png,beta sample sample gamma
images/img_0182_aug_01.png,beta sample sample gamma
images/img_0182_aug_02.png,beta sample sample gamma
images/img_0182_aug_03.png,beta sample sample gamma
images/img_0183.png,OCR sample Data gamma 1209
images/img_0183_aug_01.png,OCR sample Data gamma 1209
images/img_0183_aug_02.png,OCR sample Data gamma 1209
images/img_0183_aug_03.png,OCR sample Data gamma 1209
images/img_0184.png,Amount test Reference
images/img_0184_aug_01.png,Amount test Reference
images/img_0184_aug_02.png,Amount test Reference
images/img_0184_aug_03.png,Amount test Reference
images/img_0185.png,test Date Name 4075
images/img_0185_aug_01.png,test Date Name 4075
images/img_0185_aug_02.png,test Date Name 4075
images/img_0185_aug_03.png,test Date Name 4075
images/img_0186.png,Amount delta OCR Amount Amount
images/img_0186_aug_01.png,Amount delta OCR Amount Amount
images/img_0186_aug_02.png,Amount delta OCR Amount Amount
images/img_0186_aug_03.png,Amount delta OCR Amount Amount
images/img_0188.png,Value sample Value
images/img_0188_aug_01.png,Value sample Value
images/img_0188_aug_02.png,Value sample Value
images/img_0188_aug_03.png,Value sample Value
images/img_0190.png,Name Address Total 2663
images/img_0190_aug_01.png,Name Address Total 2663
images/img_0190_aug_02.png,Name Address Total 2663
images/img_0190_aug_03.png,Name Address Total 2663
images/img_0191.png,Data OpenAI alpha Address sample
images/img_0191_aug_01.png,Data OpenAI alpha Address sample
images/img_0191_aug_02.png,Data OpenAI alpha Address sample
images/img_0191_aug_03.png,Data OpenAI alpha Address sample
images/img_0192.png,Name sample 4289
images/img_0192_aug_01.png,Name sample 4289
images/img_0192_aug_02.png,Name sample 4289
images/img_0192_aug_03.png,Name sample 4289
images/img_0193.png,Value Name Date beta Hello 5762
images/img_0193_aug_01.png,Value Name Date beta Hello 5762
images/img_0193_aug_02.png,Value Name Date beta Hello 5762
images/img_0193_aug_03.png,Value Name Date beta Hello 5762
images/img_0195.png,World gamma
images/img_0195_aug_01.png,World gamma
images/img_0195_aug_02.png,World gamma
images/img_0195_aug_03.png,World gamma
images/img_0196.png,beta OpenAI Data World Address
images/img_0196_aug_01.png,beta OpenAI Data World Address
images/img_0196_aug_02.png,beta OpenAI Data World Address
images/img_0196_aug_03.png,beta OpenAI Data World Address
images/img_0198.png,Value sample alpha OpenAI
images/img_0198_aug_01.png,Value sample alpha OpenAI
images/img_0198_aug_02.png,Value sample alpha OpenAI
images/img_0198_aug_03.png,Value sample alpha OpenAI
images/img_0199.png,OCR Invoice 5875
images/img_0199_aug_01.png,OCR Invoice 5875
images/img_0199_aug_02.png,OCR Invoice 5875
images/img_0199_aug_03.png,OCR Invoice 5875
